,container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country
979,Author,['basics'],FSoreggAAAAJ,AUTHOR_PROFILE_PAGE,Albert Kai-Sun Wong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FSoreggAAAAJ&citpid=2,"Senior Lecturer, HKUST","['Networking', 'Wireless Localization']",@ust.hk,http://www.ece.ust.hk/ece.php/profile/facultydetail/eealbert,3113,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
980,Author,['basics'],w2HXPUUAAAAJ,AUTHOR_PROFILE_PAGE,Chang Wen Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=w2HXPUUAAAAJ&citpid=2,"Chair Professor of Visual Computing, The Hong Kong Polytechnic University","['multimedia communication', 'multimedia systems', 'image/video processing', 'multimedia signal processing']",@polyu.edu.hk,http://www4.comp.polyu.edu.hk/~chencw/,13335,10969585421171712084,Hong Kong Polytechnic University,Hong Kong
981,Author,['basics'],MOdActEAAAAJ,AUTHOR_PROFILE_PAGE,Yiming Wu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MOdActEAAAAJ&citpid=4,HKU,['Computer Vision and Machine Learning'],@hku.hk,https://sites.google.com/site/yimingwu0/home,254,2533886145175476393,University of Hong Kong,Hong Kong
982,Author,['basics'],pMlBL5AAAAAJ,AUTHOR_PROFILE_PAGE,Cong Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pMlBL5AAAAAJ&citpid=1,Shenzhen University (SZU),['Wireless sensing'],@email.szu.edu.cn,,,8689437361113012777,Shenzhen University,China
983,Author,['basics'],6PSu_-0AAAAJ,AUTHOR_PROFILE_PAGE,Conan (Ke) Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6PSu_-0AAAAJ&citpid=2,"Zhejiang University, HKUST","['computer graphics', 'database', 'gpgpu']",@amazon.com,https://www.linkedin.com/in/conanyang/,1258,,,
984,Author,['basics'],5XROK7EAAAAJ,AUTHOR_PROFILE_PAGE,HuiXin Dong,,Huazhong University of Science and Technology,['Backscatter'],@hust.edu.cn,,15,7177955212759034238,Huazhong University of Science and Technology,China
985,Author,['basics'],jsHuvKEAAAAJ,AUTHOR_PROFILE_PAGE,Arash Pourdamghani,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jsHuvKEAAAAJ&citpid=6,"PhD student, Computer Science, TU Berlin & Weizenbaum Institute","['Network Algorithms', 'Randomized Algorithms', 'Blockchain']",@tu-berlin.de,https://pourdamghani.net/,136,15309337599806254000,Technische Universität Berlin,Germany
986,Author,['basics'],cqvSehcAAAAJ,AUTHOR_PROFILE_PAGE,Tony Xiao Han (韩霄),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cqvSehcAAAAJ&citpid=4,"Principal Engineer, Huawei Technologies, National University of Singapore, Zhejiang University","['Integrated Sensing And Communication (ISAC)', 'Wireless Communications', 'Wireless Networks', 'WiFi']",@huawei.com,,2065,1953016339157211197,Huawei Technologies,China
987,Author,['basics'],7R7MSb4AAAAJ,AUTHOR_PROFILE_PAGE,Reynold Cheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7R7MSb4AAAAJ&citpid=4,"Professor of Computer Science, University of Hong Kong","['Data Uncertainty', 'Graph Databases', 'Big Data Analytics']",@cs.hku.hk,http://www.cs.hku.hk/~ckcheng/,10629,2533886145175476393,University of Hong Kong,Hong Kong
988,Author,['basics'],OK4oy_kAAAAJ,AUTHOR_PROFILE_PAGE,Mingzhe Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OK4oy_kAAAAJ&citpid=1,"Agency for Science, Technology and Research (A*STAR)","['Blockchain', 'Web3', 'DeFi', 'Security']",@connect.ust.hk,,22,,,
989,Author,['basics'],6fKIcOEAAAAJ,AUTHOR_PROFILE_PAGE,Hong Zhu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6fKIcOEAAAAJ&citpid=2,Oxford Brookes University,"['Software Engineering', 'Software Testing', 'Agent-oriented software development methodology', 'Software modelling languages']",@brookes.ac.uk,http://cms.brookes.ac.uk/staff/HongZhu/index.htm,6028,16561244537010070139,Oxford Brookes University,UK
990,Author,['basics'],3wszGvUAAAAJ,AUTHOR_PROFILE_PAGE,Kexin XIE,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3wszGvUAAAAJ&citpid=1,"Vice President, Software Engineering, Salesforce","['High Dimensional Database', 'Large Scale Query Processing', 'Data Mining', 'Data Science']",@uqconnect.edu.au,,611,,,
991,Author,['basics'],ILd-Ig4AAAAJ,AUTHOR_PROFILE_PAGE,Sankarshan Damle,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ILd-Ig4AAAAJ&citpid=3,"IIIT, Hyderbad","['Trustworthy AI/ML', 'Game Theory and Mechanism Design', 'Blockchain', 'Security and Privacy']",@research.iiit.ac.in,https://sites.google.com/view/sankarshandamle/,71,4946093267834442390,"International Institute of Information Technology, Hyderabad",India
992,Author,['basics'],rMtUkMcAAAAJ,AUTHOR_PROFILE_PAGE,Sihem Amer-Yahia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rMtUkMcAAAAJ&citpid=5,"Research Director, CNRS, LIG, France","['data management', 'social computing', 'mining and exploration algorithms']",@univ-grenoble-alpes.fr,http://lig-membres.imag.fr/amery/,8368,,,
993,Author,['basics'],afS-EA8AAAAJ,AUTHOR_PROFILE_PAGE,Ping Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=afS-EA8AAAAJ&citpid=2,"Lecturer in Linguistics, University of Western Sydney","['Intercultural communication', 'nonverbal communication']",@uws.edu.au,,6570,12918298097972545733,University of Western Sydney,Australia
994,Author,['basics'],9YeSV8EAAAAJ,AUTHOR_PROFILE_PAGE,Huangxun CHEN,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9YeSV8EAAAAJ&citpid=7,"Assistant Professor, HKUST (Guangzhou)","['IoT Network', 'Mobile Computing', 'Wireless Security', 'Machine Learning', 'OAM']",@hkust-gz.edu.cn,http://www.chenhuangxun.com/,306,,,
995,Author,['basics'],vy2QmV0AAAAJ,AUTHOR_PROFILE_PAGE,T.H. Tse,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vy2QmV0AAAAJ&citpid=3,"Honorary Professor, Department of Computer Science, The University of Hong Kong, Pokfulam, Hong Kong","['Program Testing', 'Program Debugging']",@cs.hku.hk,https://hku.hk/thtse,7266,2533886145175476393,University of Hong Kong,Hong Kong
996,Author,['basics'],F6QzRGAAAAAJ,AUTHOR_PROFILE_PAGE,"Lizhe Wang, Academia of Europaea,  FIEEE",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=F6QzRGAAAAAJ&citpid=2,"School of Computer Science, China University of Geosciences","['Remote Sensing Image Processing', 'Digital Earth', 'High Performance Geo-computing']",@cug.edu.cn,,19967,1916015625641421023,China University of Geosciences,China
997,Author,['basics'],1jR53ZQAAAAJ,AUTHOR_PROFILE_PAGE,Prosenjit Bose,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1jR53ZQAAAAJ&citpid=4,Carleton University,"['Algorithms', 'Data Structures', 'Computational Geometry', 'Discrete Geometry', 'Graph Theory']",@scs.carleton.ca,http://jitbose.ca/,10148,2572996909411545503,Carleton University,Canada
998,Author,['basics'],FwNBuXUAAAAJ,AUTHOR_PROFILE_PAGE,Zengfeng Huang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FwNBuXUAAAAJ&citpid=2,Fudan University,"['Algorithms', 'Graphs', 'Streaming', 'Learning', 'Theory']",@fudan.edu.cn,https://zengfenghuang.github.io/,2340,13545734643759689096,Fudan University,China
999,Author,['basics'],rMdrETQAAAAJ,AUTHOR_PROFILE_PAGE,Zizheng Lin,,The Hong Kong University of Science and Technology,[],@cse.ust.hk,,245,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
1000,Author,['basics'],Rmzs0QIAAAAJ,AUTHOR_PROFILE_PAGE,Dongsun Kim,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Rmzs0QIAAAAJ&citpid=3,Kyungpook National University,"['Automated debugging', 'Program Repair', 'Software Engineering', 'Software Testing']",@knu.ac.kr,http://www.darkrsw.net/,3215,18062684159162479302,Kyungpook National University,South Korea
1001,Author,['basics'],GcMKuu8AAAAJ,AUTHOR_PROFILE_PAGE,Sangtae Ha,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GcMKuu8AAAAJ&citpid=4,University of Colorado at Boulder,"['Network Systems', 'Network Protocols', 'Cloud', 'Smart Grids']",@colorado.edu,http://netstech.org/sangtaeha,7475,10680603084482565841,"University of Colorado, Boulder",USA
1002,Author,['basics'],SYzvybYAAAAJ,AUTHOR_PROFILE_PAGE,Yang Li,,Facebook Inc.,['theoretical computer science'],@fb.com,https://scholar.google.com/citations?user=SYzvybYAAAAJ&hl=en,769,1978088699341142706,Facebook Inc.,USA
1003,Author,['basics'],ZA2LN_gAAAAJ,AUTHOR_PROFILE_PAGE,Yuichiro Fujiwara,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZA2LN_gAAAAJ&citpid=5,Chiba University,"['Combinatorics', 'Information theory', 'Quantum information theory']",@caltech.edu,http://www.its.caltech.edu/~yuichiro/,643,,,
1004,Author,['basics'],pJp4MGkAAAAJ,AUTHOR_PROFILE_PAGE,Bohan Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pJp4MGkAAAAJ&citpid=3,Carnegie Mellon University,"['Machine Learning', 'Natural Language Processing']",@cs.cmu.edu,,627,17554517495610703090,Carnegie Mellon University,USA
1005,Author,['basics'],9Lun3AEAAAAJ,AUTHOR_PROFILE_PAGE,Junfeng Pan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9Lun3AEAAAAJ&citpid=2,"Facebook, Inc.","['Machine Learning', 'Data Mining', 'Online Advertising', 'Social Network']",@csail.mit.edu,http://people.csail.mit.edu/panjf/,3318,,,
1006,Author,['basics'],uiCSOycAAAAJ,AUTHOR_PROFILE_PAGE,S.-H. Gary Chan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uiCSOycAAAAJ&citpid=2,"Professor, Department of Computer Science and Engineering, HKUST","['Smart sensing and IoT systems', 'Video/user/data analytics', 'Technology transfer and entrepreneurship']",@cse.ust.hk,http://home.cse.ust.hk/~gchan/,7226,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
1007,Author,['basics'],G1pwj9gAAAAJ,AUTHOR_PROFILE_PAGE,Michael A. Bekos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=G1pwj9gAAAAJ&citpid=6,"Assistant Professor, Department of Mathematics, University of Ioannina, Greece","['Graph Algorithms', 'Graph Drawing', 'Map Labeling']",@uoi.gr,https://myweb.uoi.gr/bekos/,1488,16907309450239200001,University of Ioannina,Greece
1008,Author,['basics'],AZAiLpkAAAAJ,AUTHOR_PROFILE_PAGE,Qianyi HUANG,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AZAiLpkAAAAJ&citpid=15,"School of Computer Science and Engineering, Sun Yat-sen University (SYSU)","['Integrated Sensing and Communication', 'Mobile Computing']",@mail.sysu.edu.cn,https://huangqy7.github.io/,644,8846640109879222335,Sun Yat-sen University,China
1009,Author,['basics'],e2smqPAAAAAJ,AUTHOR_PROFILE_PAGE,Zhigang Ma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=e2smqPAAAAAJ&citpid=7,Unknown affiliation,"['multimedia', 'machine learning']",,,4439,,,
1010,Author,['basics'],bfYwN-0AAAAJ,AUTHOR_PROFILE_PAGE,Xinyu ZHU,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bfYwN-0AAAAJ&citpid=1,Carnegie Mellon University,"['Computer Science', 'Big Data Visualization']",@andrew.cmu.edu,https://linkedin.com/in/xinyu-zhu-323717108/,59,17554517495610703090,Carnegie Mellon University,USA
1011,Author,['basics'],LnxOudMAAAAJ,AUTHOR_PROFILE_PAGE,Jiamin Huang,,University of Michigan,"['database', 'storage engine']",@umich.edu,,513,4770128543809686866,University of Michigan,USA
1012,Author,['basics'],C6yankcAAAAJ,AUTHOR_PROFILE_PAGE,Lin Tan,,"Mary J. Elmore New Frontiers Professor, Computer Science, Purdue University","['Software reliability', 'Software-AI synergy', 'Defect detection and repair', 'Software text analytics']",@purdue.edu,https://www.cs.purdue.edu/homes/lintan/,8916,9642744976452465328,Purdue University,USA
1013,Author,['basics'],Xm4NYnsAAAAJ,AUTHOR_PROFILE_PAGE,Huanle Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Xm4NYnsAAAAJ&citpid=3,"Associate Professor of Computer Science, Shandong University, China","['Artificial Intelligence', 'Internet of Things', 'Data Privacy', 'Financial Technology']",@sdu.edu.cn,https://www.data-system.tech/,385,16033752023248436093,Shandong University,China
1014,Author,['basics'],HPYVJacAAAAJ,AUTHOR_PROFILE_PAGE,Anthony KH Tung,,National University of Singapore,"['Databases', 'Data Mining', 'Data Science', 'Big Data', 'Machine Learning']",@comp.nus.edu.sg,http://www.comp.nus.edu.sg/~atung,11782,83442941566286721,National University of Singapore,Singapore
1015,Author,['basics'],V6zKnjAAAAAJ,AUTHOR_PROFILE_PAGE,Yiyang Zhao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=V6zKnjAAAAAJ&citpid=2,Ingdan Labs,"['Internet of Things', 'Mobile Computing']",@cogobuy.com,,1207,,,
1016,Author,['basics'],Pg3lkkgAAAAJ,AUTHOR_PROFILE_PAGE,Qiang Ni,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Pg3lkkgAAAAJ&citpid=2,"Professor, Lancaster University","['Green Networks', 'Cognitive Radio Network', 'Green Communications', 'IoT', 'Wireless Systems']",@lancaster.ac.uk,http://www.lancaster.ac.uk/scc/about-us/people/qiang-ni,15334,5230827332609988672,Lancaster University,UK
1017,Author,['basics'],L5Z2lmkAAAAJ,AUTHOR_PROFILE_PAGE,Jialong Han (韩家龙),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L5Z2lmkAAAAJ&citpid=3,Amazon,['Data Mining'],@amazon.com,https://www.jialonghan.com/,1244,11215970455707674271,Amazon Inc.,USA
1018,Author,['basics'],pBUmjr0AAAAJ,AUTHOR_PROFILE_PAGE,Shay Artzi,,Amazon,[],@amazon.com,,2857,11215970455707674271,Amazon Inc.,USA
