,container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country
714,Author,['basics'],GioH9NIAAAAJ,AUTHOR_PROFILE_PAGE,Qiwei Hu,,"Postdoc researcher, Huazhong University of Science and Technology","['blockchain', 'access control']",@hust.edu.cn,,227,7177955212759034238,Huazhong University of Science and Technology,China
715,Author,['basics'],ALVSZAYAAAAJ,AUTHOR_PROFILE_PAGE,Jian Sun,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ALVSZAYAAAAJ&citpid=6,"Chief Scientist of Megvii, Managing Director of Megvii Research","['Computer Vision', 'Deep Learning', 'Computer Graphics']",@megvii.com,http://www.jiansun.org/,441480,,,
716,Author,['basics'],DUfcez0AAAAJ,AUTHOR_PROFILE_PAGE,Xin Jiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DUfcez0AAAAJ&citpid=1,"Noah’s Ark Lab, Huawei Technologies","['machine learning', 'natural language processing', 'information retrieval']",@huawei.com,https://www.linkedin.com/in/xin-jiang-9577b76/,6694,1953016339157211197,Huawei Technologies,China
717,Author,['basics'],5RIgb3wAAAAJ,AUTHOR_PROFILE_PAGE,Shing-Chi Cheung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5RIgb3wAAAAJ&citpid=2,"Chair Professor of Computer Science and Engineering, HKUST","['Software Engineering', 'Software Testing', 'Program Analysis', 'Software Analytics']",@cse.ust.hk,http://www.cse.ust.hk/~scc,9830,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
718,Author,['basics'],HUpnUScAAAAJ,AUTHOR_PROFILE_PAGE,Shimei Pan,,University of Maryland - Baltimore County,"['NLP', 'Social Media Analytics', 'AI', 'Intelligent User Interfaces']",@-,https://nlp-lab.umbc.edu/home/shimei/,4876,,,
719,Author,['basics'],TApLOhkAAAAJ,AUTHOR_PROFILE_PAGE,Taku Komura,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TApLOhkAAAAJ&citpid=2,The University of Hong Kong,"['Character Animation', 'Computer Graphics', 'Robotics']",@ed.ac.uk,https://i.cs.hku.hk/~taku/,9594,,,
720,Author,['basics'],EA6Er_MAAAAJ,AUTHOR_PROFILE_PAGE,Chunyang YE,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EA6Er_MAAAAJ&citpid=2,Technical University of Munich,"['software engineering issues related to business process management', 'cloud computing', 'distributed middleware systems', 'pervasive computing and service-oriented computing.']",@in.tum.de,https://sites.google.com/site/cyye76,866,1384714062669582586,Technical University of Munich,Germany
721,Author,['basics'],wUkamYwAAAAJ,AUTHOR_PROFILE_PAGE,Guy Lohman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wUkamYwAAAAJ&citpid=2,"Manager of Disruptive Information Management Architectures, IBM Almaden Research Center","['Query processing and Optimization', 'Business Intelligence', 'Database Performance', 'Autonomic Computing']",@us.ibm.com,,13781,,,
722,Author,['basics'],AqEGJ7IAAAAJ,AUTHOR_PROFILE_PAGE,Zhuoyue Zhao,,University at Buffalo,['Data Management'],@buffalo.edu,https://cse.buffalo.edu/~zzhao35/,403,8190335200777565731,University at Buffalo,USA
723,Author,['basics'],zsUN6PkAAAAJ,AUTHOR_PROFILE_PAGE,Hongyu Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zsUN6PkAAAAJ&citpid=12,Chongqing University,"['Software Engineering', 'Mining Software Repositories', 'Data-driven Software Engineering', 'Software Analytics']",@newcastle.edu.au,https://sites.google.com/site/hongyujohn,13581,,,
724,Author,['basics'],ZIZWsXoAAAAJ,AUTHOR_PROFILE_PAGE,Ali C. Begen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZIZWsXoAAAAJ&citpid=3,Ozyegin University,"['content delivery', 'multimedia systems', 'streaming', 'QoE']",@ozyegin.edu.tr,https://ali.begen.net/,6757,6779972203352857406,Ozyegin University,Turkey
725,Author,['basics'],uWwEvlQAAAAJ,AUTHOR_PROFILE_PAGE,Haotian Li,,The Hong Kong University of Science and Technology,"['Data Visualization', 'Visual Analytics', 'Data Mining', 'E-learning']",@connect.ust.hk,https://haotian-li.com/,285,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
726,Author,['basics'],1rGe9XMAAAAJ,AUTHOR_PROFILE_PAGE,Zhuo Cai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1rGe9XMAAAAJ&citpid=1,The Hong Kong University of Science and Technology,"['blockchain', 'cryptography', 'algorithm', 'game theory']",@connect.ust.hk,https://zhuocai.github.io/,27,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
727,Author,['basics'],ouPBv-wAAAAJ,AUTHOR_PROFILE_PAGE,Yu Wang (王昱),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ouPBv-wAAAAJ&citpid=6,"Professor of Computer and Information Sciences, FIEEE, DMACM, Temple University","['Wireless Networks', 'Smart Sensing', 'Mobile Computing', 'Mobile Crowd Sensing']",@temple.edu,https://cis.temple.edu/~yu/,15209,6744632803795850513,Temple University,USA
728,Author,['basics'],0CBpaRQAAAAJ,AUTHOR_PROFILE_PAGE,"Carol Y Cheung, PhD",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0CBpaRQAAAAJ&citpid=2,"Department of Ophthalmology and Visual Sciences, Faculty of Medicine, The Chinese University of Hong","['Using ocular imaging technology to study human circulation and nervous systems', 'and link with eye', 'brain and CV diseases']",@cuhk.edu.hk,,21247,3220904064098251966,Chinese University of Hong Kong,Hong Kong
729,Author,['basics'],5EQfAFIAAAAJ,AUTHOR_PROFILE_PAGE,Xing Xie 谢幸,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5EQfAFIAAAAJ&citpid=3,"Senior Principal Research Manager, Microsoft, CCF Fellow, IEEE Fellow, ACM Distinguished Member","['artificial intelligence', 'data mining', 'recommender systems', 'social computing', 'ubiquitous computing']",@microsoft.com,http://research.microsoft.com/users/xingx,53353,12331530069074480064,Microsoft Corporation,USA
730,Author,['basics'],yamhd8AAAAAJ,AUTHOR_PROFILE_PAGE,Linfei Pan,,ETH Zurich,[],@ethz.ch,,14,4424634556969671199,ETH Zürich,Switzerland
731,Author,['basics'],MIqVnpwAAAAJ,AUTHOR_PROFILE_PAGE,Antoine Vigneron,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MIqVnpwAAAAJ&citpid=2,"Associate Professor of Computer Science, Ulsan National Institute of Science and Technology","['Computational Geometry', 'Algorithms', 'Data Structures']",@unist.ac.kr,,1058,12775390853868206349,Ulsan National Institute of Science and Technology,South Korea
732,Author,['basics'],7b5tlJkAAAAJ,AUTHOR_PROFILE_PAGE,Gerry Che,,Nvidia Research,"['AI', 'machine learning']",@nvidia.com,,2296,,,
733,Author,['basics'],r1VFrkAAAAAJ,AUTHOR_PROFILE_PAGE,Yin Yang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r1VFrkAAAAAJ&citpid=3,Hamad Bin Khalifa University,"['Data Analytics', 'Data Security and Privacy']",@hbku.edu.qa,http://davidyinyang.weebly.com/,6742,,,
734,Author,['basics'],QQVlcOUAAAAJ,AUTHOR_PROFILE_PAGE,hamid pirahesh,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=QQVlcOUAAAAJ&citpid=2,IBM,"['Information Management', 'cloud computing', 'cognitive computing']",@us.ibm.com,https://www.linkedin.com/in/hamid-pirahesh-38368010/,14048,2122379019098182280,IBM Corporation,USA
735,Author,['basics'],zpOREFkAAAAJ,AUTHOR_PROFILE_PAGE,Nanyang Ye,,Shanghai Jiao Tong University,"['Out-of-Distribution Generalization', 'High Dynamic Range Image Processing', 'Adversarial Learning', 'Bayesian Learning']",@cam.ac.uk,https://ynysjtu.github.io/,414,,,
736,Author,['basics'],fRAeIZAAAAAJ,AUTHOR_PROFILE_PAGE,Cheng Ji,,Beihang University,"['Deep Learning', 'Data Mining']",@act.buaa.edu.cn,,418,4195491161237271030,Beihang University,China
737,Author,['basics'],VQYdApgAAAAJ,AUTHOR_PROFILE_PAGE,Ruixiang Zhang,,"Mila, Université de Montréal",['Machine Learning'],@mila.quebec,https://ruixiangz.me/,1471,,,
738,Author,['basics'],FTLNXX8AAAAJ,AUTHOR_PROFILE_PAGE,Robert C. Qiu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FTLNXX8AAAAJ&citpid=2,"Professor of Electrical Engineering, Tennessee Technological University","['Deep Learning', 'Big Data', 'Wireless  Communications', 'Smart Grid']",@ieee.org,http://www.cae.tntech.edu/~rqiu,8815,,,
739,Author,['basics'],5FxmC14AAAAJ,AUTHOR_PROFILE_PAGE,Gang Huang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5FxmC14AAAAJ&citpid=3,peking university,['System software for Internet Computing'],@pku.edu.cn,http://sei.pku.edu.cn/~huanggang/index_en.htm,5202,10725744176602846184,Peking University,China
740,Author,['basics'],_HyHTrsAAAAJ,AUTHOR_PROFILE_PAGE,"Min Chen, FIEEE",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_HyHTrsAAAAJ&citpid=4,"IEEE Fellow, IET Fellow, AAIA Fellow, Highly Cited Researcher, Professor at South China Unv. of Tech","['Cognitive Computing and Big Data Analytics', 'IoT Sensing', '5G Networks', 'Robotics', 'Edge Computing']",@ieee.org,http://www.ece.ubc.ca/~minchen,42920,,,
741,Author,['basics'],Lz0tn0MAAAAJ,AUTHOR_PROFILE_PAGE,Qun Niu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Lz0tn0MAAAAJ&citpid=3,Sun Yat-sen University,"['Mobile and Ubiquitous Computing', 'Internet of Things', 'Indoor Localization']",@mail.sysu.edu.cn,https://niuqun.github.io/,407,8846640109879222335,Sun Yat-sen University,China
742,Author,['basics'],zX7i1EkAAAAJ,AUTHOR_PROFILE_PAGE,Jian Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zX7i1EkAAAAJ&citpid=1,Tsinghua University,"['Theoretical Computer Science', 'Machine learning', 'Learning Theory', 'Fintech', 'Databases']",@mail.tsinghua.edu.cn,http://iiis.tsinghua.edu.cn/~jianli,6685,15442380624744264287,Tsinghua University,China
743,Author,['basics'],69OFB-AAAAAJ,AUTHOR_PROFILE_PAGE,Wei Ji,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=69OFB-AAAAAJ&citpid=4,National University of Singapore,"['Multi-modal Learning', 'Information Retrieval', 'Multi-modal Generation']",@nus.edu.sg,https://jiwei0523.github.io/,886,83442941566286721,National University of Singapore,Singapore
744,Author,['basics'],wEiyRYwAAAAJ,AUTHOR_PROFILE_PAGE,Mohsen Alambardar Meybodi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wEiyRYwAAAAJ&citpid=1,University of Isfahan,"['Algorithms', 'Computational Complexity', 'Machine Learning']",@sci.ui.ac.ir,,82,16048729529843530171,University of Isfahan,Iran
745,Author,['basics'],mrunnpoAAAAJ,AUTHOR_PROFILE_PAGE,Jian Liang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mrunnpoAAAAJ&citpid=2,Kuaishou Inc.,"['transfer learning', 'graph learning']",@kuaishou.com,,1211,,,
746,Author,['basics'],oSundlgAAAAJ,AUTHOR_PROFILE_PAGE,Xiaoyu Fu,,Unknown affiliation,"['communications', 'digital signal processing', 'vlsi']",@uestc.edu.cn,,482,,,
747,Author,['basics'],oZORQtwAAAAJ,AUTHOR_PROFILE_PAGE,Christos Christodoulopoulos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=oZORQtwAAAAJ&citpid=3,Amazon Alexa AI,['Computational Linguistics'],@amazon.co.uk,http://christos-c.com/,2640,,,
748,Author,['basics'],HBpZeWsAAAAJ,AUTHOR_PROFILE_PAGE,Zhengzhe Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HBpZeWsAAAAJ&citpid=3,The Chinese University of Hong Kong,"['AIGC', '3D Generation', 'Computer Graphics']",@link.cuhk.edu.hk,https://liuzhengzhe.github.io/,1038,3220904064098251966,Chinese University of Hong Kong,Hong Kong
749,Author,['basics'],2oB4nAIAAAAJ,AUTHOR_PROFILE_PAGE,Feiping Nie,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2oB4nAIAAAAJ&citpid=2,OPTIMAL,"['Machine Learning', 'Pattern Recognition', 'Computer Vision', 'Data Mining', 'Artificial Intelligence']",@mails.tsinghua.edu.cn,https://sites.google.com/site/feipingnie/publications,38842,,,
750,Author,['basics'],SToCbu8AAAAJ,AUTHOR_PROFILE_PAGE,Wei-Ying Ma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SToCbu8AAAAJ&citpid=3,Tsinghua University,"['Artificial Intelligence', 'Machine Learning', 'Information Retrieval', 'Natural Language Processing']",@air.tsinghua.edu.cn,https://air.tsinghua.edu.cn/en/info/1046/1189.htm,61321,15442380624744264287,Tsinghua University,China
751,Author,['basics'],mtejbKYAAAAJ,AUTHOR_PROFILE_PAGE,Michael Carbin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mtejbKYAAAAJ&citpid=1,Massachusetts Institute of Technology,"['Programming Languages', 'Systems']",@csail.mit.edu,http://people.csail.mit.edu/mcarbin/,8084,16345133980181568013,Massachusetts Institute of Technology,USA
752,Author,['basics'],18_xlPUAAAAJ,AUTHOR_PROFILE_PAGE,Nevin L. Zhang,,The Hong Kong University of Science and Technology,"['AI', 'Machine Learning', 'Traditional Chinese Medicine']",@cse.ust.hk,,6478,9568810911513724267,Hong Kong University of Science and Technology,Hong Kong
753,Author,['basics'],9D4UYBoAAAAJ,AUTHOR_PROFILE_PAGE,Xiaoyu Ji,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9D4UYBoAAAAJ&citpid=4,"Associate Professor, Zhejiang University","['IoT security', 'AI security', 'wireless networks security']",@zju.edu.cn,http://person.zju.edu.cn/en/xji,2091,1118375729466322660,Zhejiang University,China
754,Author,['basics'],gpLVKmEAAAAJ,AUTHOR_PROFILE_PAGE,Graham Cormode,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gpLVKmEAAAAJ&citpid=2,"Meta AI, University of Warwick","['Algorithms', 'Data Analysis', 'Hapax Legomenon', 'Privacy']",@warwick.ac.uk,http://dimacs.rutgers.edu/~graham/,25484,7480735251086199542,University of Warwick,UK
755,Author,['basics'],9OvNakkAAAAJ,AUTHOR_PROFILE_PAGE,Tengfei Ma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9OvNakkAAAAJ&citpid=5,Stony Brook University,"['Natural Language Processing', 'Machine Learning', 'Healthcare', 'Graph Neural Networks']",@stonybrook.edu,https://sites.google.com/site/matf0123/,4556,6543801266527645443,State University of New York at Stony Brook,USA
756,Author,['basics'],6mW4eCcAAAAJ,AUTHOR_PROFILE_PAGE,Gabriel Ryan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6mW4eCcAAAAJ&citpid=1,"Ph.D. Candidate, Columbia University","['Program Analysis', 'Deep Learning', 'Automated Reasoning']",@cs.columbia.edu,https://www.cs.columbia.edu/~gabe/,204,8867661471528740601,Columbia University,USA
757,Author,['basics'],SgNB-ioAAAAJ,AUTHOR_PROFILE_PAGE,Juanzi Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SgNB-ioAAAAJ&citpid=2,Tsinghua University,"['Semantic Web', 'data mining', 'NLP']",@tsinghua.edu.cn,,14911,15442380624744264287,Tsinghua University,China
758,Author,['basics'],16Pj_-cAAAAJ,AUTHOR_PROFILE_PAGE,Yuguo Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=16Pj_-cAAAAJ&citpid=1,"Professor of Statistics, University of Illinois at Urbana-Champaign",[],@illinois.edu,,3053,4497256714731484767,University of Illinois at Urbana-Champaign,USA
759,Author,['basics'],urC8meQAAAAJ,AUTHOR_PROFILE_PAGE,Xiting Wang,,"Assistant Professor, Renmin University of China","['Explainable AI', 'AI Alignment', 'Trustworthy AI']",@ruc.edu.cn,https://gsai.ruc.edu.cn/english/xitingwang,2823,15943286154555055968,Renmin University of China,China
760,Author,['basics'],M6pWAuMAAAAJ,AUTHOR_PROFILE_PAGE,Nelson  Fonseca,,State University of Campinas,[],@ic.unicamp.br,,5649,6300175949274449304,University of Campinas,Brazil
761,Author,['basics'],rqZWbYgAAAAJ,AUTHOR_PROFILE_PAGE,Guihai Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rqZWbYgAAAAJ&citpid=4,Professor of Computer Science,['Computer Science and Technology'],@nju.edu.cn,http://cs.nju.edu.cn/gchen,23174,,,
762,Author,['basics'],W5VJ07UAAAAJ,AUTHOR_PROFILE_PAGE,Yong Xiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=W5VJ07UAAAAJ&citpid=7,"School of Information Technology, Deakin University","['Cybersecurity and privacy', 'machine learning and AI', 'distributed computing', 'communications engineering']",@deakin.edu.au,http://www.deakin.edu.au/~yxiang/,12501,10412436667236230217,Deakin University,Australia
763,Author,['basics'],iC8zGqEAAAAJ,AUTHOR_PROFILE_PAGE,Lin SUN,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iC8zGqEAAAAJ&citpid=8,"HKUST, Stanford University","['Computer Vision', 'Machine Learning', 'Deep Learning', 'Action Recognition']",@cs.stanford.edu,,2117,8539678734835078480,Stanford University,USA
764,Author,['basics'],JJsBmhYAAAAJ,AUTHOR_PROFILE_PAGE,Hongzhi Yin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JJsBmhYAAAAJ&citpid=3,"ARC Future Fellow and Professor, University of Queensland","['recommender system', 'graph learning', 'spatio-temporal analytics', 'decentralized intelligence']",@uq.edu.au,https://sites.google.com/view/hongzhi-yin/home,13061,4421042226419422309,University of Queensland,Australia
765,Author,['basics'],N6czCoUAAAAJ,AUTHOR_PROFILE_PAGE,Jianfei Cai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=N6czCoUAAAAJ&citpid=1,"Professor of Data Science & AI, Monash University","['Visual computing', 'computer vision', 'multimedia', 'multimedia networking']",@monash.edu,https://jianfei-cai.github.io/,20943,3918598370877205258,Monash University,Australia
766,Author,['basics'],4wb3TqQAAAAJ,AUTHOR_PROFILE_PAGE,Qiang Ma,,Assistant Researcher of Tsinghua University,"['wireless sensor networks', 'network diagnosis']",@greenorbs.com,,1066,,,
767,Author,['basics'],y2hCqHUAAAAJ,AUTHOR_PROFILE_PAGE,LIWEI GUO,,Hong Kong University of Science&Technology/Thomson/Qualcomm/Akamai,"['video', 'image', 'coding']",@akamai.com,https://sites.google.com/site/liweiguo/,2602,10751356797113123058,Akamai Technologies,USA
768,Author,['basics'],2282PT8AAAAJ,AUTHOR_PROFILE_PAGE,Li CHEN 陈力,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2282PT8AAAAJ&citpid=9,Beijing Zhongguancun Laboratory,"['Data Center Networks', 'Distributed Systems', 'Parallel Computing', 'AI & Machine Learning', 'OAM']",@zgclab.edu.cn,https://drchen.li/,1978,,,
769,Author,['basics'],D8b0l-EAAAAJ,AUTHOR_PROFILE_PAGE,Chen Feng (冯宸),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=D8b0l-EAAAAJ&citpid=4,"Associate Professor and Principal's Research Chair, University of British Columbia (Okanagan Campus)","['Coding Theory', 'Information Theory', 'Blockchains', 'Quantum Communications', 'Communication Networks']",@ubc.ca,https://people.ok.ubc.ca/cfeng01/,2324,13655899619131983200,University of British Columbia,Canada
